Fid,age,gender,lunch,parental_level_of_education,degree_t,race_ethnicity,test_preparation_course,math_score,reading_score,writing_score,Internships,solving_tasks_by_time,taks_submitted_on_date,Label
198.11.132.221-10.42.0.211-443-58785-6,21,male,free/reduced,some high school,Comm&Mgmt,group C,none,68,63,54,0,0,1,0
205.185.216.42-10.42.0.151-80-41144-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group C,none,64,66,59,1,0,1,1
10.42.0.211-104.192.110.245-58910-80-6,22,female,standard,high school,Sci&Tech,group C,none,61,72,70,1,0,0,0
10.42.0.211-10.42.0.1-54582-53-17,21,male,standard,high school,Comm&Mgmt,group C,none,61,56,55,0,0,0,1
10.42.0.211-103.235.46.211-49081-443-6,21,female,free/reduced,some high school,Comm&Mgmt,group A,none,47,59,50,1,0,1,0
10.42.0.211-10.42.0.1-32398-53-17,21,male,standard,some high school,Sci&Tech,group C,none,73,66,66,1,0,1,0
10.42.0.211-52.84.134.157-46423-443-6,21,male,free/reduced,master's degree,Comm&Mgmt,group C,completed,50,48,53,0,1,1,0
10.42.0.151-31.13.71.37-45380-443-6,21,male,standard,associate's degree,Comm&Mgmt,group D,none,75,68,64,0,0,1,0
222.73.28.96-10.42.0.42-80-56163-6,21,male,free/reduced,associate's degree,Others,group D,none,75,66,73,1,1,0,1
175.100.207.232-10.42.0.211-443-44534-6,22,male,standard,high school,Comm&Mgmt,group C,none,70,56,51,0,0,0,1
239.255.255.250-10.42.0.1-1900-50220-17,22,male,standard,some high school,Sci&Tech,group D,completed,89,88,82,0,0,0,0
10.42.0.211-103.235.46.211-59391-443-6,21,female,standard,master's degree,Comm&Mgmt,group C,completed,67,81,79,0,0,1,1
172.217.12.142-10.42.0.211-443-58455-6,21,female,standard,high school,Sci&Tech,group D,none,78,81,80,1,0,0,1
180.149.136.194-10.42.0.211-443-32927-6,22,female,free/reduced,some high school,Sci&Tech,group A,none,59,73,69,1,0,1,1
10.42.0.151-36.110.213.49-46804-443-6,21,female,standard,associate's degree,Comm&Mgmt,group B,none,73,83,76,0,0,1,1
239.255.255.250-10.42.0.151-1900-55233-17,21,male,free/reduced,some high school,Comm&Mgmt,group A,none,79,82,73,0,0,1,0
180.149.138.210-10.42.0.211-80-52068-6,21,female,standard,some high school,Sci&Tech,group C,completed,67,74,77,1,0,1,1
10.42.0.42-104.237.191.1-37068-443-6,22,male,free/reduced,master's degree,Comm&Mgmt,group D,none,69,66,60,0,0,1,0
10.42.0.211-10.42.0.1-33643-53-17,21,male,standard,high school,Sci&Tech,group C,completed,86,81,80,0,0,0,0
10.42.0.211-10.42.0.1-13102-53-17,28,male,standard,high school,Comm&Mgmt,group B,none,47,46,42,0,1,1,0
10.42.0.1-10.42.0.42-53-43012-17,21,male,standard,associate's degree,Sci&Tech,group B,none,81,73,72,2,0,1,1
10.42.0.151-121.12.98.78-58829-80-6,22,female,free/reduced,master's degree,Comm&Mgmt,group C,completed,64,85,85,2,0,1,0
203.205.147.229-10.42.0.151-80-56212-6,21,female,standard,master's degree,Comm&Mgmt,group E,none,100,92,97,1,1,1,0
202.77.129.150-10.42.0.211-80-35282-6,22,female,free/reduced,associate's degree,Sci&Tech,group C,none,65,77,74,0,1,1,1
239.255.255.250-10.42.0.1-1900-34027-17,21,male,free/reduced,master's degree,Comm&Mgmt,group C,none,65,58,49,0,1,1,0
10.42.0.151-10.42.0.1-42494-53-17,21,female,free/reduced,associate's degree,Comm&Mgmt,group C,none,53,61,62,1,0,1,0
10.42.0.211-106.11.15.99-43307-443-6,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group C,none,37,56,47,1,1,1,0
10.42.0.211-104.208.156.39-41901-443-6,22,female,standard,bachelor's degree,Sci&Tech,group D,none,79,89,89,0,0,1,0
172.217.10.142-10.42.0.211-443-35739-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group D,none,53,54,48,0,0,1,1
10.42.0.151-10.42.0.1-3540-53-17,21,female,standard,bachelor's degree,Sci&Tech,group E,none,100,100,100,0,1,1,0
10.42.0.211-104.193.88.109-42060-80-6,22,male,standard,high school,Comm&Mgmt,group B,completed,72,65,68,0,1,0,0
10.42.0.42-37.1.204.175-37695-80-6,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group C,none,53,58,55,1,1,0,1
198.105.244.11-10.42.0.42-80-45685-6,22,male,free/reduced,master's degree,Comm&Mgmt,group B,none,54,54,45,0,0,1,0
172.217.10.142-10.42.0.151-443-51241-6,21,female,standard,master's degree,Sci&Tech,group E,none,71,70,76,0,0,0,0
172.217.10.227-10.42.0.151-80-58210-6,22,female,free/reduced,master's degree,Sci&Tech,group C,none,77,90,91,0,0,0,0
169.45.248.107-10.42.0.211-443-36830-6,22,male,standard,bachelor's degree,Sci&Tech,group A,completed,75,58,62,1,1,1,0
10.42.0.42-85.93.5.109-49057-80-6,21,female,standard,master's degree,Comm&Mgmt,group C,none,84,87,91,0,0,0,0
216.58.219.202-10.42.0.211-443-53738-6,22,female,free/reduced,associate's degree,Comm&Mgmt,group D,none,26,31,38,0,0,0,0
10.42.0.42-62.138.0.117-51520-80-6,21,male,free/reduced,high school,Sci&Tech,group A,completed,72,67,65,0,0,0,1
172.217.6.234-10.42.0.151-443-41692-6,22,female,free/reduced,high school,Sci&Tech,group A,completed,77,88,85,1,0,1,0
172.217.12.131-10.42.0.151-443-50752-6,21,male,standard,master's degree,Comm&Mgmt,group C,none,91,74,76,1,0,0,1
10.42.0.211-123.125.29.138-55149-443-6,21,female,standard,associate's degree,Sci&Tech,group C,completed,83,85,90,0,1,1,0
216.58.212.131-10.42.0.42-443-48366-6,22,female,standard,high school,Others,group C,none,63,69,74,0,0,0,1
10.42.0.211-64.71.142.110-42630-80-6,22,female,standard,associate's degree,Comm&Mgmt,group C,completed,68,86,84,0,0,1,0
172.217.12.142-10.42.0.211-443-38923-6,21,female,standard,some high school,Comm&Mgmt,group D,none,59,67,61,1,0,1,0
10.42.0.211-10.42.0.1-44069-53-17,21,female,standard,associate's degree,Others,group B,completed,90,90,91,1,1,1,0
10.42.0.151-10.42.0.1-32817-53-17,22,female,standard,bachelor's degree,Comm&Mgmt,group D,completed,71,76,83,0,1,0,0
10.42.0.1-10.42.0.42-53-24081-17,22,male,standard,bachelor's degree,Sci&Tech,group E,completed,76,62,66,0,0,0,1
10.42.0.211-66.102.255.61-55887-443-6,22,male,standard,associate's degree,Comm&Mgmt,group D,none,80,68,72,2,0,0,0
10.42.0.211-64.71.142.110-51365-443-6,21,female,standard,master's degree,Comm&Mgmt,group D,none,55,64,70,3,0,1,0
10.42.0.211-31.13.80.12-45964-443-6,22,male,standard,associate's degree,Comm&Mgmt,group E,none,76,71,67,0,0,1,0
10.42.0.151-10.42.0.1-1932-53-17,21,male,standard,high school,Comm&Mgmt,group B,completed,73,71,68,0,0,0,1
10.42.0.211-98.139.180.149-58559-443-6,21,female,free/reduced,associate's degree,Comm&Mgmt,group D,none,52,59,56,1,0,1,0
10.42.0.1-10.42.0.42-53-25923-17,21,male,free/reduced,master's degree,Others,group C,none,68,68,61,0,1,1,0
172.217.3.99-10.42.0.151-443-33302-6,22,male,standard,high school,Comm&Mgmt,group A,none,59,52,46,1,0,1,1
10.42.0.151-52.84.134.181-54925-443-6,21,female,standard,associate's degree,Comm&Mgmt,group B,none,49,52,54,0,0,1,0
172.217.9.225-10.42.0.211-443-35189-6,22,male,standard,high school,Sci&Tech,group C,none,70,74,71,1,1,1,0
205.185.216.10-10.42.0.211-80-40657-6,21,male,free/reduced,master's degree,Sci&Tech,group D,none,61,47,56,1,1,1,0
172.217.9.234-10.42.0.211-443-55205-6,22,female,free/reduced,associate's degree,Others,group C,none,60,75,74,0,0,1,0
10.42.0.1-10.42.0.42-53-49143-17,22,male,standard,some high school,Comm&Mgmt,group B,completed,64,53,57,0,1,1,1
172.217.6.202-10.42.0.42-443-40057-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group A,completed,79,82,82,0,1,1,0
192.229.173.173-10.42.0.211-80-39746-6,22,female,free/reduced,associate's degree,Comm&Mgmt,group A,none,65,85,76,0,0,1,0
172.217.6.238-10.42.0.151-443-39200-6,22,female,standard,associate's degree,Sci&Tech,group C,none,64,64,70,1,0,1,1
10.42.0.151-104.193.88.109-48423-80-6,21,female,standard,master's degree,Comm&Mgmt,group C,none,83,83,90,1,0,1,0
182.22.25.124-10.42.0.151-443-56812-6,22,female,standard,bachelor's degree,Comm&Mgmt,group C,none,81,88,90,1,0,0,0
10.42.0.211-52.84.134.65-41283-443-6,22,female,standard,high school,Comm&Mgmt,group B,none,54,64,68,0,1,0,0
10.42.0.211-10.42.0.1-12505-53-17,21,male,standard,high school,Comm&Mgmt,group D,completed,68,64,66,2,1,1,0
180.149.153.234-10.42.0.42-80-44213-6,22,female,standard,master's degree,Comm&Mgmt,group C,none,54,48,52,0,0,1,0
10.42.0.211-72.247.70.190-47904-80-6,21,female,free/reduced,master's degree,Comm&Mgmt,group D,completed,59,78,76,0,0,1,0
172.217.10.14-10.42.0.151-443-45131-6,22,female,standard,some high school,Comm&Mgmt,group B,none,66,69,68,0,1,1,1
10.42.0.151-31.13.65.7-45501-443-6,22,male,standard,master's degree,Comm&Mgmt,group E,none,76,71,72,2,1,0,0
10.42.0.211-10.42.0.1-55094-53-17,22,female,standard,master's degree,Sci&Tech,group D,none,74,79,82,0,1,1,1
172.217.3.106-10.42.0.211-443-38058-6,21,female,standard,associate's degree,Comm&Mgmt,group B,completed,94,87,92,0,0,1,0
10.42.0.211-104.97.95.172-39568-80-6,22,male,free/reduced,master's degree,Comm&Mgmt,group C,none,63,61,54,1,0,0,1
172.217.6.227-10.42.0.211-443-55402-6,21,female,standard,associate's degree,Comm&Mgmt,group E,completed,95,89,92,0,0,1,0
10.42.0.211-106.39.162.36-39573-80-6,22,female,free/reduced,master's degree,Comm&Mgmt,group D,none,40,59,54,0,0,1,0
10.42.0.211-66.102.255.40-51871-443-6,21,female,standard,some high school,Comm&Mgmt,group B,none,82,82,80,3,1,1,0
10.42.0.211-104.97.95.172-34800-80-6,22,male,standard,high school,Others,group A,none,68,70,66,3,1,1,0
10.42.0.211-104.192.110.245-53532-80-6,21,male,free/reduced,bachelor's degree,Comm&Mgmt,group B,none,55,59,54,0,0,1,0
10.42.0.151-52.84.134.181-50524-443-6,21,male,standard,master's degree,Sci&Tech,group C,none,79,78,77,1,0,1,0
10.42.0.211-54.192.36.192-42888-443-6,21,female,standard,bachelor's degree,Comm&Mgmt,group C,none,86,92,87,0,0,1,1
172.217.10.66-10.42.0.211-443-51200-6,21,male,standard,master's degree,Comm&Mgmt,group D,none,76,71,73,2,1,1,0
8.0.6.4-8.6.0.1-0-0-0,22,male,standard,some high school,Comm&Mgmt,group A,none,64,50,43,0,1,1,0
182.254.5.234-10.42.0.211-80-56928-6,21,male,free/reduced,some high school,Comm&Mgmt,group D,none,62,49,52,1,1,1,0
192.229.163.180-10.42.0.151-443-39465-6,22,female,standard,some high school,Comm&Mgmt,group B,completed,54,61,62,0,0,1,1
10.42.0.211-115.239.210.141-41075-80-6,21,female,free/reduced,master's degree,Others,group B,completed,77,97,94,1,0,1,1
10.42.0.151-31.13.71.3-41568-443-6,22,female,standard,some high school,Comm&Mgmt,group C,completed,76,87,85,1,1,1,1
10.42.0.151-66.198.24.243-38565-80-6,21,female,standard,master's degree,Comm&Mgmt,group D,none,74,89,84,0,0,1,0
10.42.0.211-10.42.0.1-45620-53-17,21,female,standard,master's degree,Comm&Mgmt,group E,completed,66,74,73,0,0,0,0
220.243.219.55-10.42.0.211-80-54776-6,21,female,standard,some high school,Others,group D,completed,66,78,78,1,1,1,0
10.42.0.151-10.42.0.1-20292-53-17,21,female,free/reduced,high school,Comm&Mgmt,group B,completed,67,78,79,1,0,1,0
10.42.0.151-10.42.0.1-46430-53-17,21,male,standard,master's degree,Sci&Tech,group D,none,71,49,52,1,0,0,1
192.229.173.173-10.42.0.211-443-44786-6,22,female,standard,associate's degree,Comm&Mgmt,group C,none,91,86,84,0,1,1,0
10.42.0.211-23.203.49.224-38004-443-6,22,male,standard,bachelor's degree,Comm&Mgmt,group D,none,69,58,57,1,0,1,0
10.42.0.211-10.42.0.1-25773-53-17,21,male,free/reduced,master's degree,Comm&Mgmt,group C,none,54,59,50,1,0,1,1
10.42.0.211-72.21.206.141-53419-443-6,21,male,standard,high school,Comm&Mgmt,group C,completed,53,52,49,0,0,1,0
10.42.0.211-10.42.0.1-24415-53-17,22,male,standard,master's degree,Comm&Mgmt,group E,none,68,60,59,1,0,1,0
10.42.0.211-10.42.0.1-18163-53-17,22,male,free/reduced,some high school,Comm&Mgmt,group C,completed,56,61,60,1,0,0,0
222.73.28.96-10.42.0.211-80-41491-6,22,female,free/reduced,high school,Comm&Mgmt,group C,none,36,53,43,0,0,1,1
10.42.0.42-123.125.115.164-53673-443-6,21,female,free/reduced,bachelor's degree,Comm&Mgmt,group D,none,29,41,47,1,0,1,0
10.42.0.211-10.42.0.1-26726-53-17,22,female,standard,associate's degree,Comm&Mgmt,group C,none,62,74,70,2,1,1,0
10.42.0.151-106.39.169.66-43568-80-6,21,female,standard,associate's degree,Sci&Tech,group C,completed,68,67,73,0,1,0,1
10.42.0.211-10.42.0.1-58534-53-17,22,female,standard,some high school,Comm&Mgmt,group C,none,47,54,53,1,1,0,0
172.217.11.46-10.42.0.151-443-60415-6,22,male,standard,associate's degree,Comm&Mgmt,group E,completed,62,61,58,1,0,0,0
10.42.0.211-119.146.74.34-59536-80-6,22,female,standard,associate's degree,Comm&Mgmt,group E,completed,79,88,94,1,1,1,0
211.236.244.151-10.42.0.211-80-34466-6,22,male,standard,high school,Sci&Tech,group B,completed,73,69,68,1,0,1,0
183.79.17.108-10.42.0.151-443-60433-6,21,female,free/reduced,bachelor's degree,Comm&Mgmt,group C,completed,66,83,83,0,0,0,1
10.42.0.151-119.146.74.49-36548-443-6,21,male,standard,associate's degree,Sci&Tech,group C,completed,51,60,58,0,0,1,0
10.42.0.151-10.42.0.1-24054-53-17,21,female,standard,high school,Sci&Tech,group D,none,51,66,62,1,0,1,0
10.42.0.1-10.42.0.42-53-58327-17,22,male,standard,bachelor's degree,Comm&Mgmt,group E,completed,85,66,71,0,0,1,1
172.217.7.195-10.42.0.42-443-34789-6,21,male,standard,associate's degree,Comm&Mgmt,group A,completed,97,92,86,2,0,1,0
182.22.25.124-10.42.0.151-443-56817-6,22,male,standard,high school,Sci&Tech,group C,completed,75,69,68,1,0,1,0
10.42.0.1-10.42.0.42-53-58204-17,22,male,free/reduced,associate's degree,Sci&Tech,group D,completed,79,82,80,0,0,1,0
172.217.10.42-10.42.0.151-443-36345-6,22,female,standard,associate's degree,Sci&Tech,group C,none,81,77,79,0,1,0,0
10.42.0.211-123.125.115.164-40825-443-6,22,female,standard,associate's degree,Comm&Mgmt,group D,none,82,95,89,1,0,1,0
151.101.45.140-10.42.0.151-443-56189-6,22,female,standard,master's degree,Comm&Mgmt,group D,none,64,63,66,1,0,1,0
222.73.28.96-10.42.0.211-80-49077-6,21,male,free/reduced,some high school,Comm&Mgmt,group E,completed,78,83,80,1,0,1,1
10.42.0.211-23.50.64.177-58624-443-6,22,female,standard,some high school,Comm&Mgmt,group A,completed,92,100,97,1,0,1,0
222.73.28.96-10.42.0.42-80-43487-6,21,male,standard,high school,Comm&Mgmt,group C,completed,72,67,64,1,0,1,1
10.42.0.211-10.42.0.1-1901-53-17,22,female,free/reduced,high school,Sci&Tech,group C,none,62,67,64,1,1,1,0
10.42.0.211-104.193.88.109-57986-80-6,21,male,standard,master's degree,Sci&Tech,group C,none,79,72,69,1,1,1,1
10.42.0.211-10.42.0.1-59776-53-17,30,male,free/reduced,some high school,Comm&Mgmt,group C,none,79,76,65,1,0,1,0
169.53.71.250-10.42.0.42-5222-45721-6,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group B,completed,87,90,88,0,0,1,0
10.42.0.211-10.42.0.1-3332-53-17,21,female,standard,associate's degree,Sci&Tech,group B,none,40,48,50,1,0,0,0
10.42.0.211-74.125.22.188-56675-5228-6,22,male,free/reduced,master's degree,Comm&Mgmt,group D,none,77,62,64,0,0,1,0
172.217.12.174-10.42.0.42-443-52312-6,22,male,standard,associate's degree,Comm&Mgmt,group E,none,53,45,40,1,1,1,1
10.42.0.151-74.119.118.85-54381-443-6,22,female,free/reduced,master's degree,Others,group C,none,32,39,33,1,0,0,1
10.42.0.211-123.125.115.164-40824-443-6,22,female,standard,associate's degree,Comm&Mgmt,group C,completed,55,72,79,1,1,0,0
10.42.0.211-112.80.248.187-54890-80-6,21,male,free/reduced,master's degree,Sci&Tech,group C,none,61,67,66,1,0,1,1
10.42.0.1-10.42.0.42-53-35050-17,21,female,free/reduced,associate's degree,Comm&Mgmt,group B,none,53,70,70,0,0,1,1
10.42.0.151-10.42.0.1-54305-53-17,22,male,standard,some high school,Sci&Tech,group D,none,73,66,62,1,0,0,1
10.42.0.211-10.42.0.1-8913-53-17,21,female,standard,master's degree,Comm&Mgmt,group D,completed,74,75,79,0,0,1,1
174.35.73.199-10.42.0.211-443-54745-6,21,female,standard,master's degree,Comm&Mgmt,group C,none,63,74,74,1,0,1,0
10.42.0.151-10.42.0.1-52918-53-17,22,male,standard,bachelor's degree,Others,group C,completed,96,90,92,1,0,0,1
151.101.0.166-10.42.0.42-443-53509-6,22,female,free/reduced,master's degree,Comm&Mgmt,group D,completed,63,80,80,0,0,1,0
151.101.1.140-10.42.0.151-443-54106-6,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group B,none,48,51,46,1,0,0,0
192.229.163.180-10.42.0.151-443-58367-6,21,male,standard,associate's degree,Comm&Mgmt,group B,none,48,43,45,1,0,1,0
209.85.201.113-10.42.0.151-443-59879-6,21,female,free/reduced,bachelor's degree,Comm&Mgmt,group E,completed,92,100,100,2,0,1,1
10.42.0.211-10.42.0.1-8340-53-17,21,female,free/reduced,master's degree,Comm&Mgmt,group D,completed,61,71,78,0,0,0,0
172.217.3.106-10.42.0.211-443-32961-6,22,male,free/reduced,high school,Comm&Mgmt,group B,none,63,48,47,0,0,0,0
172.217.12.170-10.42.0.211-443-35100-6,22,male,free/reduced,bachelor's degree,Sci&Tech,group D,none,68,68,67,2,0,0,1
180.149.134.221-10.42.0.42-80-39754-6,22,male,standard,master's degree,Comm&Mgmt,group B,completed,71,75,70,0,0,0,0
10.42.0.211-10.42.0.1-12555-53-17,21,male,standard,bachelor's degree,Comm&Mgmt,group A,none,91,96,92,0,0,0,0
209.10.120.26-10.42.0.211-80-49241-6,22,female,standard,master's degree,Comm&Mgmt,group C,none,53,62,56,1,0,1,0
10.42.0.211-123.125.29.138-53036-80-6,21,female,free/reduced,high school,Sci&Tech,group C,completed,50,66,64,0,0,1,0
163.177.151.166-10.42.0.211-443-35418-6,22,female,standard,high school,Comm&Mgmt,group E,none,74,81,71,0,0,1,1
172.217.6.196-10.42.0.211-443-45333-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group A,completed,40,55,53,1,0,1,0
172.217.11.14-10.42.0.151-443-39085-6,21,male,standard,master's degree,Sci&Tech,group A,completed,61,51,52,0,0,1,0
10.42.0.211-123.125.115.190-32878-80-6,21,female,standard,high school,Comm&Mgmt,group B,none,81,91,89,0,1,1,1
10.42.0.211-69.147.64.34-40686-443-6,22,female,free/reduced,master's degree,Comm&Mgmt,group B,completed,48,56,58,1,0,1,0
10.42.0.151-31.13.71.37-52320-443-6,22,female,standard,master's degree,Others,group D,none,53,61,68,0,0,0,0
172.217.12.170-10.42.0.211-443-34778-6,21,female,standard,some high school,Comm&Mgmt,group D,none,81,97,96,0,0,1,0
222.73.28.96-10.42.0.42-80-43360-6,21,female,standard,some high school,Sci&Tech,group E,none,77,79,80,1,0,1,0
10.42.0.211-54.192.37.11-41383-443-6,21,female,free/reduced,bachelor's degree,Comm&Mgmt,group D,none,63,73,78,1,0,0,0
10.42.0.1-10.42.0.42-53-49974-17,22,female,standard,associate's degree,Sci&Tech,group D,completed,73,75,80,0,1,0,0
216.58.219.202-10.42.0.151-443-39807-6,21,female,standard,master's degree,Sci&Tech,group D,none,69,77,77,2,0,0,1
10.42.0.42-108.168.176.239-49541-443-6,22,female,standard,associate's degree,Comm&Mgmt,group C,none,65,76,76,0,0,0,0
192.229.173.173-10.42.0.211-80-44239-6,21,female,standard,high school,Comm&Mgmt,group A,none,55,73,73,1,0,0,1
172.217.10.45-10.42.0.151-443-47682-6,22,female,free/reduced,bachelor's degree,Sci&Tech,group C,none,44,63,62,1,0,0,0
10.42.0.211-10.42.0.1-45549-53-17,21,female,standard,master's degree,Comm&Mgmt,group C,none,54,64,65,0,0,0,1
172.217.10.42-10.42.0.42-443-51946-6,21,female,standard,some high school,Sci&Tech,group A,none,48,66,65,1,0,0,0
10.42.0.211-10.42.0.1-14963-53-17,21,male,free/reduced,master's degree,Comm&Mgmt,group C,none,58,57,54,1,0,0,0
10.42.0.211-106.11.15.99-42945-443-6,21,male,standard,some high school,Sci&Tech,group A,none,71,62,50,0,0,0,0
216.58.219.234-10.42.0.42-443-52150-6,22,male,standard,bachelor's degree,Comm&Mgmt,group E,none,68,68,64,2,0,0,0
10.42.0.1-10.42.0.42-53-2239-17,22,female,standard,high school,Comm&Mgmt,group E,none,74,76,73,1,0,0,1
172.217.12.170-10.42.0.211-443-37774-6,21,female,standard,bachelor's degree,Sci&Tech,group C,completed,92,100,99,0,0,0,0
10.42.0.151-31.13.80.5-45356-443-6,22,female,standard,bachelor's degree,Comm&Mgmt,group C,completed,56,79,72,1,0,1,0
172.217.3.99-10.42.0.151-443-35053-6,21,male,free/reduced,high school,Comm&Mgmt,group B,none,30,24,15,0,0,1,0
172.217.10.131-10.42.0.42-443-55775-6,22,male,standard,some high school,Comm&Mgmt,group A,none,53,54,48,0,0,0,1
208.80.154.224-10.42.0.151-443-41258-6,22,female,standard,high school,Sci&Tech,group D,none,69,77,73,1,0,1,0
10.42.0.151-10.42.0.1-64503-53-17,21,female,standard,some high school,Comm&Mgmt,group D,none,65,82,81,2,1,1,0
180.163.15.184-10.42.0.211-80-38676-6,21,female,standard,master's degree,Sci&Tech,group D,none,54,60,63,2,0,1,1
10.42.0.211-119.146.74.34-36915-80-6,22,female,standard,high school,Comm&Mgmt,group C,none,29,29,30,2,1,0,0
10.42.0.211-72.247.70.190-47937-80-6,21,female,standard,master's degree,Comm&Mgmt,group E,none,76,78,80,2,0,0,0
10.42.0.211-23.203.49.224-37287-443-6,21,male,free/reduced,high school,Comm&Mgmt,group D,none,60,57,51,2,0,1,0
10.42.0.151-104.88.89.135-45394-443-6,21,male,free/reduced,master's degree,Sci&Tech,group D,completed,84,89,90,2,0,0,0
10.42.0.211-66.198.24.250-49700-80-6,22,male,standard,some high school,Sci&Tech,group C,none,75,72,62,1,1,1,0
172.217.7.195-10.42.0.211-443-37891-6,22,female,standard,associate's degree,Sci&Tech,group C,none,85,84,82,2,0,1,0
10.42.0.211-10.42.0.1-4319-53-17,21,female,free/reduced,master's degree,Comm&Mgmt,group C,none,40,58,54,1,0,1,1
10.42.0.211-23.23.129.231-55427-443-6,21,female,standard,master's degree,Comm&Mgmt,group E,none,61,64,62,2,0,1,0
10.42.0.42-104.192.110.245-35918-80-6,22,female,standard,associate's degree,Sci&Tech,group B,none,58,63,65,1,0,1,0
10.42.0.211-69.147.82.60-55022-443-6,21,male,free/reduced,master's degree,Sci&Tech,group D,completed,69,60,63,1,0,1,0
217.69.136.176-10.42.0.151-443-33473-6,21,female,standard,master's degree,Comm&Mgmt,group C,none,58,59,66,2,0,0,1
10.42.0.151-10.42.0.1-14382-53-17,22,male,standard,bachelor's degree,Sci&Tech,group C,completed,94,90,91,1,0,0,1
10.42.0.1-10.42.0.42-53-49321-17,21,female,standard,associate's degree,Others,group C,none,65,77,74,1,0,0,1
10.42.0.211-52.84.29.154-57117-443-6,21,female,standard,associate's degree,Comm&Mgmt,group A,none,82,93,93,1,0,1,0
202.77.129.146-10.42.0.211-80-49447-6,21,female,standard,high school,Comm&Mgmt,group C,none,60,68,72,1,0,1,0
172.217.10.99-10.42.0.151-443-52632-6,21,female,standard,bachelor's degree,Others,group E,none,37,45,38,2,0,0,0
202.77.129.161-10.42.0.151-80-34127-6,22,male,standard,bachelor's degree,Comm&Mgmt,group D,none,88,78,83,1,0,1,0
151.101.21.140-10.42.0.211-443-45971-6,22,male,standard,master's degree,Sci&Tech,group D,none,95,81,84,1,1,1,1
10.42.0.211-123.125.29.220-37911-80-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group C,completed,65,73,68,2,1,1,0
10.42.0.211-31.13.67.36-34239-443-6,22,female,free/reduced,high school,Comm&Mgmt,group C,none,35,61,54,1,1,1,0
10.42.0.211-10.42.0.1-62026-53-17,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group B,none,62,63,56,2,0,0,1
172.217.12.195-10.42.0.151-443-45636-6,22,male,free/reduced,high school,Comm&Mgmt,group C,completed,58,51,52,2,1,1,0
172.217.10.99-10.42.0.42-443-39174-6,22,male,standard,master's degree,Comm&Mgmt,group A,completed,100,96,86,1,0,1,0
172.217.11.42-10.42.0.42-443-48085-6,22,female,free/reduced,bachelor's degree,Others,group E,none,61,58,62,2,0,1,0
151.101.1.140-10.42.0.211-443-48053-6,22,male,standard,master's degree,Comm&Mgmt,group D,completed,100,97,99,1,0,0,1
172.217.10.100-10.42.0.42-443-36855-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group B,completed,69,70,63,1,1,0,0
10.42.0.151-119.146.74.33-41897-443-6,22,male,standard,associate's degree,Sci&Tech,group D,none,61,48,46,2,1,1,0
10.42.0.151-103.7.30.118-55891-80-6,22,male,free/reduced,master's degree,Sci&Tech,group D,none,49,57,46,1,0,1,1
172.217.12.206-10.42.0.211-443-35441-6,21,female,standard,some high school,Others,group C,completed,44,51,55,1,1,0,0
172.217.3.112-10.42.0.151-443-34768-6,21,male,standard,master's degree,Comm&Mgmt,group D,none,67,64,70,2,0,1,0
10.42.0.211-10.42.0.1-44820-53-17,21,male,standard,high school,Comm&Mgmt,group B,none,79,60,65,2,0,1,0
216.58.219.202-10.42.0.151-443-47455-6,21,female,standard,bachelor's degree,Comm&Mgmt,group B,completed,66,74,81,2,0,0,0
10.42.0.151-112.80.248.187-50053-80-6,22,female,standard,high school,Sci&Tech,group C,none,75,88,85,2,0,1,1
174.35.73.174-10.42.0.211-80-35224-6,22,male,standard,some high school,Comm&Mgmt,group D,none,84,84,80,1,0,1,0
10.42.0.211-10.42.0.1-64255-53-17,22,male,standard,high school,Comm&Mgmt,group A,none,71,74,64,2,0,1,0
151.101.118.2-10.42.0.42-443-52260-6,22,female,free/reduced,high school,Comm&Mgmt,group B,completed,67,80,81,2,0,1,1
172.217.12.163-10.42.0.211-443-33652-6,21,female,standard,some high school,Comm&Mgmt,group D,completed,80,92,88,2,0,0,0
10.42.0.211-64.71.142.124-35311-80-6,22,male,standard,master's degree,Comm&Mgmt,group E,none,86,76,74,1,0,0,0
10.42.0.211-10.42.0.1-55232-53-17,21,female,standard,associate's degree,Comm&Mgmt,group D,none,76,74,73,1,1,1,0
10.42.0.151-14.204.144.143-39580-80-6,21,male,standard,high school,Comm&Mgmt,group D,none,41,52,51,2,0,1,0
10.42.0.42-121.12.98.62-36298-80-6,22,female,free/reduced,associate's degree,Comm&Mgmt,group D,completed,74,88,90,1,1,0,0
172.217.10.10-10.42.0.211-443-33897-6,21,female,free/reduced,some high school,Sci&Tech,group B,none,72,81,79,1,1,0,0
172.217.3.110-10.42.0.42-443-39708-6,22,female,standard,high school,Comm&Mgmt,group E,completed,74,79,80,1,0,1,1
